geneID	geneSymbol	bioType	annotationLevel	S-CTL-001	S-CTL-002	S-CTL-003	S-KD-001	S-KD-002	S-KD-003
ENSG00000110092.3	CCND1	protein_coding	1	7	1	0	16	9	9
ENSG00000110104.13	CCDC86	protein_coding	2	16874	14839	7046	23554	14184	7626
ENSG00000110107.9	PRPF19	protein_coding	1	3113	2453	2536	1765	1446	1168
ENSG00000110108.10	TMEM109	protein_coding	2	11	20	6	171	185	62
ENSG00000110148.10	CCKBR	protein_coding	1	2867	2384	1706	926	936	694
ENSG00000110169.11	HPX	protein_coding	1	20933	19393	8869	30541	10974	5780
ENSG00000110171.20	TRIM3	protein_coding	1	266	288	168	627	733	347
ENSG00000110172.12	CHORDC1	protein_coding	2	3306.55	2851.76	1603.99	2626.64	2640.26	1171.79
ENSG00000110195.13	FOLR1	protein_coding	2	1018	1125	1240	1946	1712	1484
ENSG00000110200.8	ANAPC15	protein_coding	2	3431.82	2898.64	2809.73	2243.29	2620.19	2786.74
ENSG00000110203.9	FOLR3	protein_coding	2	0	0	1	0	0	0
ENSG00000110218.9	PANX1	protein_coding	2	4013	3273	2761	2774	2292	2033
ENSG00000110237.4	ARHGEF17	protein_coding	2	3265	3230	2321	5118	2957	1696
ENSG00000110243.11	APOA5	protein_coding	2	2	1	2	65	235	90
ENSG00000110244.7	APOA4	protein_coding	2	0	0	0	0	0	0
ENSG00000110245.12	APOC3	protein_coding	2	158	17	8	286	176	154
ENSG00000110274.16	CEP164	protein_coding	1	228	209	382	10	9	14
ENSG00000110315.7	RNF141	protein_coding	2	90205	66430	46472	26771	25075	13290
ENSG00000110318.14	CEP126	protein_coding	2	7757	8264	5738	14039	27454	15734
ENSG00000110321.17	EIF4G2	protein_coding	1	0	1	0	0	2	0
ENSG00000110324.10	IL10RA	protein_coding	2	0	0	0	1	0	0
ENSG00000110328.6	GALNT18	protein_coding	2	1019	541	213	183	227	193
ENSG00000110330.8	BIRC2	protein_coding	1	1399	1150	849	1193	1658	877
ENSG00000110344.9	UBE4A	protein_coding	2	0	0	0	0	0	0
ENSG00000110367.13	DDX6	protein_coding	1	940	848	776	1772	2198	1184
ENSG00000110375.3	UPK2	protein_coding	2	2151	1988	2231	1062	868	1186
ENSG00000110395.6	CBL	protein_coding	2	2110	1989	1434	1529	1363	955
ENSG00000110400.11	NECTIN1	protein_coding	1	7471	6994	4976	9269	9440	5877
ENSG00000110422.12	HIPK3	protein_coding	2	0	0	0	0	0	0
ENSG00000110427.16	KIAA1549L	protein_coding	1	238	268	125	398	443	323
ENSG00000110429.14	FBXO3	protein_coding	1	1178	872	608	753	466	258
ENSG00000110435.11	PDHX	protein_coding	1	0	0	0	84	31	5
ENSG00000110436.13	SLC1A2	protein_coding	1	18	14	12	12	15	9
ENSG00000110442.12	COMMD9	protein_coding	1	1	0	0	346	34	13
ENSG00000110446.11	SLC15A3	protein_coding	1	1091	541	214	300	454	215
ENSG00000110448.11	CD5	protein_coding	2	65	155	258	359	344	279
ENSG00000110455.13	ACCS	protein_coding	2	478	36	44	38	25	11
ENSG00000110484.7	SCGB2A2	protein_coding	2	0	0	0	0	0	0
ENSG00000110492.15	MDK	protein_coding	2	3	0	0	0	1	0
ENSG00000110497.14	AMBRA1	protein_coding	1	3877	2752	2844	2461	1156	809
ENSG00000110514.19	MADD	protein_coding	1	0	0	0	0	0	0
ENSG00000110536.14	PTPMT1	protein_coding	2	0	0	0	0	0	0
ENSG00000110583.13	NAA40	protein_coding	1	24266	25824	23928	23674	22948	21003
ENSG00000110619.17	CARS	protein_coding	2	0	1	0	10	17	4
ENSG00000110628.15	SLC22A18	protein_coding	2	9481	7332	5139	6851	9051	7843
ENSG00000110651.11	CD81	protein_coding	1	6041	1969	615	2236	1101	546
ENSG00000110660.15	SLC35F2	protein_coding	2	9118	8484	3249	4714	3419	1232
ENSG00000110665.11	C11orf21	protein_coding	1	0	0	0	0	0	0
ENSG00000110675.13	ELMOD1	protein_coding	1	3200	3817	2615	4102	3404	1540
ENSG00000110680.12	CALCA	protein_coding	2	3403	2660	1945	3324	2652	1351
ENSG00000110693.18	SOX6	protein_coding	2	401	606	428	2319	2693	1088
ENSG00000110696.10	C11orf58	protein_coding	1	15	8	3	96	45	81
ENSG00000110697.13	PITPNM1	protein_coding	1	0	0	0	76	83	21
ENSG00000110700.7	RPS13	protein_coding	2	328.69	162.3	109.18	61.35	64.99	136.14
ENSG00000110711.10	AIP	protein_coding	1	1226	1065	1117	2137	2453	1759
ENSG00000110713.17	NUP98	protein_coding	1	0	0	0	0	0	0
ENSG00000110717.13	NDUFS8	protein_coding	1	6816	5921	3250	3119	2263	1924
ENSG00000110719.10	TCIRG1	protein_coding	1	3958.93	3634.68	1604.21	3211.86	2512.67	1221.58
ENSG00000110721.12	CHKA	protein_coding	1	0	0	0	1	0	1
ENSG00000110723.12	EXPH5	protein_coding	1	552	265	182	111	80	55
ENSG00000110756.17	HPS5	protein_coding	1	0	0	0	0	0	0
ENSG00000110768.12	GTF2H1	protein_coding	1	0	1	0	0	0	0
ENSG00000110777.12	POU2AF1	protein_coding	1	2463.41	2222.89	1019.55	1808.72	1954.34	1254.33
ENSG00000110786.18	PTPN5	protein_coding	2	0	0	0	0	0	0
ENSG00000110799.13	VWF	protein_coding	2	0	1	0	0	0	0
ENSG00000110801.13	PSMD9	protein_coding	1	118.96	108.76	98.98	318.43	123.43	66.54
ENSG00000110811.20	P3H3	protein_coding	2	2985	2763	2693	3042	3287	3655
ENSG00000110841.14	PPFIBP1	protein_coding	2	0	1	0	12	2	0
ENSG00000110844.13	PRPF40B	protein_coding	2	0	0	0	0	0	0
ENSG00000110848.8	CD69	protein_coding	2	1009	878	665	663	548	474
ENSG00000110851.12	PRDM4	protein_coding	1	53	2	1	51	2309	959
ENSG00000110852.4	CLEC2B	protein_coding	2	123155.12	131194.81	75521.06	95535.47	101664.26	83250.47
ENSG00000110871.15	COQ5	protein_coding	1	27881	14319	9102	8928	12436	7403
ENSG00000110876.9	SELPLG	protein_coding	1	113	2	0	28	402	1087
ENSG00000110880.10	CORO1C	protein_coding	2	57286	55184	44538	40609	51632	42329
ENSG00000110881.11	ASIC1	protein_coding	1	2285	1591	813	1685	2021	1343
ENSG00000110887.8	DAO	protein_coding	1	16582	14794	13611	29816	7972	13435
ENSG00000110888.17	CAPRIN2	protein_coding	1	19828	17931	8951	19926	18879	10348
ENSG00000110900.15	TSPAN11	protein_coding	2	10	2	1	6	4	3
ENSG00000110906.13	KCTD10	protein_coding	1	4785	3372	1691	10340	9757	2526
ENSG00000110911.16	SLC11A2	protein_coding	1	32856	20008	9832	15150	13454	7326
ENSG00000110917.8	MLEC	protein_coding	1	2	12	4	180	111	40
ENSG00000110921.14	MVK	protein_coding	2	4152	4776	3386	2549	3898	5551
ENSG00000110925.6	CSRNP2	protein_coding	1	3731	3205	2632	2258	2138	1797
ENSG00000110931.19	CAMKK2	protein_coding	2	271.88	385.9	183.64	215.38	180.26	233.13
ENSG00000110934.11	BIN2	protein_coding	1	7179.59	5265.63	3030.5	7449.9	5256.38	2593.35
ENSG00000110944.9	IL23A	protein_coding	2	1500	699	365	90	66	87
ENSG00000110955.9	ATP5F1B	protein_coding	1	2663	2319	1973	4663	3932	2508
ENSG00000110958.16	PTGES3	protein_coding	2	3722	3238	2307	3115	3521	2976
ENSG00000110975.8	SYT10	protein_coding	2	9301	5599	5761	8112	4537	2320
ENSG00000110987.8	BCL7A	protein_coding	1	0	0	0	0	0	0
ENSG00000111011.18	RSRC2	protein_coding	1	0	2	2	15	23	17
ENSG00000111012.10	CYP27B1	protein_coding	2	87026	42268	19320	5190	7445	3137
ENSG00000111046.4	MYF6	protein_coding	2	0	0	0	0	0	0
ENSG00000111049.4	MYF5	protein_coding	2	4264	3732	2531	4670	4290	1757
ENSG00000111052.7	LIN7A	protein_coding	1	67315	36999	24646	85607	70748	30680
ENSG00000111057.11	KRT18	protein_coding	2	4839	3964	2057	6419	4179	2068
ENSG00000111058.8	ACSS3	protein_coding	2	923	1391	1049	818	633	499
ENSG00000111077.17	TNS2	protein_coding	1	1	1	0	0	0	0
ENSG00000111087.10	GLI1	protein_coding	2	1545	1205	542	868	1130	541
ENSG00000111110.12	PPM1H	protein_coding	2	0	0	0	0	0	0
ENSG00000111142.14	METAP2	protein_coding	1	0	0	0	6	0	0
ENSG00000111144.10	LTA4H	protein_coding	2	4501.73	2443.68	1164.14	1943	1453.62	863.52
ENSG00000111145.8	ELK3	protein_coding	2	9522	7829	4292	10291	8840	4423
ENSG00000111181.12	SLC6A12	protein_coding	2	0	0	0	0	1	0
ENSG00000111186.13	WNT5B	protein_coding	1	2925	2750	1171	7256	5755	2427
ENSG00000111196.10	MAGOHB	protein_coding	2	0	0	0	3	0	0
ENSG00000111199.10	TRPV4	protein_coding	2	3298	2753	1180	1923	1535	823
ENSG00000111203.13	ITFG2	protein_coding	2	1332	1319	1172	816	1464	1175
ENSG00000111206.12	FOXM1	protein_coding	2	0	0	0	0	0	0
ENSG00000111215.12	PRR4	protein_coding	2	357	161	118	1068	667	159
ENSG00000111218.11	PRMT8	protein_coding	2	5290	4494	2541	8691	8003	3347
ENSG00000111224.14	PARP11	protein_coding	2	2325	2271	1913	3732	5389	3602
ENSG00000111229.16	ARPC3	protein_coding	2	2	8	5	47	37	366
ENSG00000111231.9	GPN3	protein_coding	1	1497	1447	1023	781	665	439
ENSG00000111237.18	VPS29	protein_coding	1	0	0	0	6	4	2
ENSG00000111241.2	FGF6	protein_coding	1	259	265	113	1291	778	202
ENSG00000111245.15	MYL2	protein_coding	2	1	0	0	445	20	20
ENSG00000111247.14	RAD51AP1	protein_coding	1	2857	2243	2555	3301	2655	2101
ENSG00000111249.14	CUX2	protein_coding	2	0	0	0	0	0	0
ENSG00000111252.10	SH2B3	protein_coding	1	1	4	0	0	0	0
ENSG00000111254.8	AKAP3	protein_coding	1	3941	3389	3563	3361	4933	4751
ENSG00000111261.14	MANSC1	protein_coding	2	1	0	0	33	206	101
ENSG00000111262.6	KCNA1	protein_coding	2	0	0	0	0	0	0
ENSG00000111266.8	DUSP16	protein_coding	2	3047	2390	1596	3558	2762	1455
ENSG00000111269.3	CREBL2	protein_coding	2	7	5	7	23	11	12
ENSG00000111271.14	ACAD10	protein_coding	1	0	0	0	0	0	0
ENSG00000111275.13	ALDH2	protein_coding	2	6502	5418	4960	4410	4701	5274
ENSG00000111276.11	CDKN1B	protein_coding	1	4290	2923	2237	3002	2138	1543
ENSG00000111291.8	GPRC5D	protein_coding	2	2074	1720	1060	3087	3574	2016
ENSG00000111300.10	NAA25	protein_coding	2	2895	2997	2762	1711	1650	1556
ENSG00000111305.19	GSG1	protein_coding	2	6818	7021	5694	2477	2502	2902
ENSG00000111319.13	SCNN1A	protein_coding	1	2740	2417	2203	4121	3309	1791
ENSG00000111321.11	AC005840.1	protein_coding	1	0	0	0	1	1	0
ENSG00000111325.16	OGFOD2	protein_coding	1	1198	1032	814	1458	1553	807
ENSG00000111328.7	CDK2AP1	protein_coding	1	73	74	70	96	71	53
ENSG00000111331.13	OAS3	protein_coding	2	4060	3604	2659	3466	3908	2092
ENSG00000111335.12	OAS2	protein_coding	2	213	287	88	541	44	28
ENSG00000111339.12	ART4	protein_coding	2	1	2	1	2	2	0
ENSG00000111341.9	MGP	protein_coding	1	7885.68	7664.94	4604.13	9441.95	9807.7	5292.42
ENSG00000111344.11	RASAL1	protein_coding	1	210	176	161	1441	1863	578
ENSG00000111348.9	ARHGDIB	protein_coding	2	0	0	0	1	0	0
ENSG00000111358.14	GTF2H3	protein_coding	2	26077	25724	17255	12929	12144	11011
ENSG00000111361.12	EIF2B1	protein_coding	1	0	0	0	1	7	7
ENSG00000111364.16	DDX55	protein_coding	2	2306	1844	1569	914	2056	1148
ENSG00000111371.15	SLC38A1	protein_coding	1	0	1	8	7	9	12
ENSG00000111404.6	RERGL	protein_coding	2	1	2	2	4	1	4
ENSG00000111405.9	ENDOU	protein_coding	1	2445	2643	3311	2119	2301	5099
ENSG00000111412.6	C12orf49	protein_coding	2	76	28	18	43	9	6
ENSG00000111424.10	VDR	protein_coding	1	9817	9839	5780	8150	8210	6010
ENSG00000111432.4	FZD10	protein_coding	2	7445	6853	4053	3039	3408	2622
ENSG00000111445.14	RFC5	protein_coding	2	31592	29247	16791	37086	29958	16526
ENSG00000111450.14	STX2	protein_coding	2	0	0	0	0	1	1
ENSG00000111452.13	ADGRD1	protein_coding	1	0	0	0	0	0	0
ENSG00000111481.10	COPZ1	protein_coding	2	0	4	5	1	0	2
ENSG00000111490.13	TBC1D30	protein_coding	2	21	17	14	21	28	20
ENSG00000111530.13	CAND1	protein_coding	1	12697	11135	8588	6128	9583	6258
ENSG00000111536.5	IL26	protein_coding	2	13	8	17	1017	709	296
ENSG00000111537.5	IFNG	protein_coding	2	0	0	0	0	0	1
ENSG00000111540.16	AC034102.1	protein_coding	1	0	0	0	6.41	4.42	6.28
ENSG00000111554.14	MDM1	protein_coding	1	0	0	0	0	0	0
ENSG00000111581.10	NUP107	protein_coding	1	3422	3129	1929	3388	1752	869
ENSG00000111596.12	AC092881.1	protein_coding	1	1	1	1	14	18.82	15.62
ENSG00000111602.12	TIMELESS	protein_coding	2	0	0	0	30	7	0
ENSG00000111605.18	CPSF6	protein_coding	2	1851	1650	1348	1921	1530	837
ENSG00000111615.14	KRR1	protein_coding	2	391	422	325	312	323	175
ENSG00000111639.8	MRPL51	protein_coding	1	1021.94	838.11	615.05	1515.79	1834.95	829.76
ENSG00000111640.15	GAPDH	protein_coding	2	39	56	21	18	7	4
ENSG00000111641.11	NOP2	protein_coding	1	864.73	190.07	193.72	41.04	40.84	4
ENSG00000111642.15	CHD4	protein_coding	2	654.19	401.37	388.4	1185.25	1502.23	750.16
ENSG00000111644.8	ACRBP	protein_coding	1	23203	15946	10281	18603	14784	6872
ENSG00000111647.13	UHRF1BP1L	protein_coding	2	2588	2099	1157	2682	2890	1262
ENSG00000111652.10	COPS7A	protein_coding	1	0	0	0	0	0	0
ENSG00000111653.20	ING4	protein_coding	2	7276	3369	2584	6000	6134	2736
ENSG00000111664.10	GNB3	protein_coding	2	949	820	646	1524	1673	840
ENSG00000111665.11	CDCA3	protein_coding	1	1541	1321	1420	1171	1238	689
ENSG00000111666.11	CHPT1	protein_coding	1	0	0	0	0	0	0
ENSG00000111667.13	USP5	protein_coding	2	15650	11521	6066	16296	13075	5685
ENSG00000111669.15	TPI1	protein_coding	2	9866	7660	2845	6771	5505	2186
ENSG00000111670.16	GNPTAB	protein_coding	2	3987	3854	3857	1652	1622	2727
ENSG00000111671.9	SPSB2	protein_coding	2	5	2	4	16	8	7
ENSG00000111674.9	ENO2	protein_coding	1	8442	6290	4491	4598	4401	3440
ENSG00000111676.15	ATN1	protein_coding	2	7533	6519	3752	9796	6294	2877
ENSG00000111678.11	C12orf57	protein_coding	1	2026	2002	898	1520	1541	680
ENSG00000111679.17	PTPN6	protein_coding	1	759	909	678	998	1377	665
ENSG00000111684.11	LPCAT3	protein_coding	2	690.44	511.23	504.02	369.74	230	166.82
ENSG00000111696.12	NT5DC3	protein_coding	2	3589	4085	1518	3114	2788	1529
ENSG00000111700.12	SLCO1B3	protein_coding	2	2146	1695	1773	1036	1529	1309
ENSG00000111701.7	APOBEC1	protein_coding	2	11906	10055	6074	8984	10622	4412
ENSG00000111704.11	NANOG	protein_coding	2	51.64	52.17	41.66	65.01	66.83	27.39
ENSG00000111707.12	SUDS3	protein_coding	2	0	0	0	0	0	0
ENSG00000111711.10	GOLT1B	protein_coding	1	1	0	0	0	0	0
ENSG00000111713.2	GYS2	protein_coding	2	0	0	0	0	0	0
ENSG00000111716.12	LDHB	protein_coding	2	3	1	0	66	56	13
ENSG00000111725.11	PRKAB1	protein_coding	1	0	0	0	0	0	0
ENSG00000111726.13	CMAS	protein_coding	2	3	1	4	0	0	0
ENSG00000111727.12	HCFC2	protein_coding	1	0	1	5	11	46	27
ENSG00000111728.10	ST8SIA1	protein_coding	1	15047.92	12225.88	6328.76	15179.47	11755.03	3977.69
ENSG00000111729.14	CLEC4A	protein_coding	1	0	0	0	0	1	1
ENSG00000111731.12	C2CD5	protein_coding	2	19641	20232	11649	19396	18137	13750
ENSG00000111732.11	AICDA	protein_coding	2	8291	6458	5410	4441	5476	3416
ENSG00000111737.12	RAB35	protein_coding	2	780	377	371	8	4	1
ENSG00000111752.11	PHC1	protein_coding	2	3563	1383	878	999	369	220
ENSG00000111775.3	COX6A1	protein_coding	2	11008	9858	7593	17755	15449	7616
ENSG00000111780.8	AL021546.1	protein_coding	1	38453	29159	21920	27046	18038	10988
ENSG00000111783.12	RFX4	protein_coding	2	42024	37181	24071	25132	21895	14111
ENSG00000111785.20	RIC8B	protein_coding	1	0	0	0	0	2	0
ENSG00000111786.9	SRSF9	protein_coding	2	5537	5240	3410	4724	3673.57	2269
ENSG00000111788.10	AC009533.1	unprocessed_pseudogene	2	318	330	380	475	620	358
ENSG00000111790.14	FGFR1OP2	protein_coding	1	39694	32895	18297	27146	28325	15369
ENSG00000111796.3	KLRB1	protein_coding	2	88	54	21	326	139	75
ENSG00000111799.21	COL12A1	protein_coding	1	17675	15080	8219	25933	31177	14972
ENSG00000111801.16	BTN3A3	protein_coding	2	0	0	0	0	2	0
ENSG00000111802.14	TDP2	protein_coding	2	3586	2522	1856	3787	3573	1796
ENSG00000111816.8	FRK	protein_coding	2	4323	1989	1424	1753	1883	1308
ENSG00000111817.17	DSE	protein_coding	2	117409	38692	18864	35761	28573	13048
ENSG00000111832.13	RWDD1	protein_coding	2	6.15	35.17	17.06	0	0	3.33
ENSG00000111834.12	RSPH4A	protein_coding	2	6.11	3	5.84	9.19	11.31	1
ENSG00000111837.11	MAK	protein_coding	2	3426	3035	1922	2987	2087	1425
ENSG00000111843.14	TMEM14C	protein_coding	2	3130	3123	2127	2621	2884	2246
ENSG00000111845.5	PAK1IP1	protein_coding	2	3390	2830	1460	4863	3685	1802
ENSG00000111846.17	GCNT2	protein_coding	2	0	0	1	23	8	5
ENSG00000111850.11	SMIM8	protein_coding	1	80.89	105.61	104.96	195.97	190.54	112.7
ENSG00000111859.17	NEDD9	protein_coding	2	1203.54	1182	1223.57	1882	1025	674
ENSG00000111860.14	CEP85L	protein_coding	1	0	0	0	0	0	0
ENSG00000111863.12	ADTRP	protein_coding	2	0	0	0	0	0	0
ENSG00000111875.8	ASF1A	protein_coding	2	0	0	0	0	1	0
ENSG00000111877.17	MCM9	protein_coding	1	0	0	0	0	0	0
ENSG00000111879.19	FAM184A	protein_coding	1	2936	2450	1296	2004	907	513
ENSG00000111880.16	RNGTT	protein_coding	2	18440.13	16110.16	10808.74	20735.98	28137.85	19954.78
ENSG00000111885.7	MAN1A1	protein_coding	2	10	0	1	0	0	0
ENSG00000111886.10	GABRR2	protein_coding	2	5694	7122	2584	7577	6452	3677
ENSG00000111897.7	SERINC1	protein_coding	2	0	0	0	0	0	0
ENSG00000111906.17	HDDC2	protein_coding	2	0	0	0	0	1	0
ENSG00000111907.21	TPD52L1	protein_coding	1	0	0	0	0	0	0
ENSG00000111911.7	HINT3	protein_coding	2	5597	5987	5744	2489	4221	4419
ENSG00000111912.20	NCOA7	protein_coding	2	3909.5	3440.86	1965.39	7406.72	7896.09	3321.65
ENSG00000111913.19	RIPOR2	protein_coding	2	1	2	1	5	8	0
ENSG00000111961.18	SASH1	protein_coding	2	35307	18176	14191	22233	16955	8401
ENSG00000111962.8	UST	protein_coding	2	893	570	298	2662	2606	819
ENSG00000111981.5	ULBP1	protein_coding	2	1508	1442	899	181	269	188
ENSG00000112029.10	FBXO5	protein_coding	2	914	851	413	1013	1126	705
ENSG00000112031.16	MTRF1L	protein_coding	2	9749	6884	4288	8108	6922	3477
ENSG00000112033.14	PPARD	protein_coding	2	0	0	0	0	0	0
ENSG00000112038.18	OPRM1	protein_coding	1	26777	20375	12378	7145	5468	5436
ENSG00000112039.4	FANCE	protein_coding	2	1	0	0	2.89	0	0
ENSG00000112041.13	TULP1	protein_coding	2	0	0	0	0	0	0
ENSG00000112053.13	SLC26A8	protein_coding	2	2810	1696	599	1925	2185	964
ENSG00000112062.10	MAPK14	protein_coding	1	4596	5830	3737	4016	2880	1532
ENSG00000112077.16	RHAG	protein_coding	2	1	0	1	0	11	10
ENSG00000112078.14	KCTD20	protein_coding	2	262.21	228.48	130.76	208.61	181	57.01
ENSG00000112079.9	STK38	protein_coding	2	0	2	0	3	0	0
ENSG00000112081.17	SRSF3	protein_coding	2	0	0	0	2	0	0
ENSG00000112096.18	SOD2	protein_coding	1	49	58	66	28	55	21
ENSG00000112110.10	MRPL18	protein_coding	2	11	14	11	14	12	20
ENSG00000112115.7	IL17A	protein_coding	2	27	2	2	68	193	94
ENSG00000112116.9	IL17F	protein_coding	2	3150.87	2171.35	2315	1877.48	2123.47	1384.07
ENSG00000112118.19	MCM3	protein_coding	1	481.62	367	269.61	574.62	666.12	376.1
ENSG00000112130.17	RNF8	protein_coding	2	0	0	0	0	0	0
ENSG00000112137.17	PHACTR1	protein_coding	2	53	31	6	93	250	75
ENSG00000112139.16	MDGA1	protein_coding	1	7694	5629	4456	5380	3998	2898
ENSG00000112144.15	ICK	protein_coding	2	0	0	1	194	174	84
ENSG00000112146.16	FBXO9	protein_coding	1	2362	1834	825	2953	2738	1029
ENSG00000112149.10	CD83	protein_coding	2	4400	3497	2315	5271	7585	3928
ENSG00000112159.12	MDN1	protein_coding	2	0	2	0	6	2	0
ENSG00000112164.6	GLP1R	protein_coding	2	1270	1180	639	1412	1454	578
ENSG00000112167.10	SAYSD1	protein_coding	2	5	0	0	214	81	45
ENSG00000112175.8	BMP5	protein_coding	2	3476	3100	3695	2368	2399	3029
ENSG00000112182.15	BACH2	protein_coding	2	1517	1151	851	1415	558	509
ENSG00000112183.15	RBM24	protein_coding	2	0	0	0	0	0	0
ENSG00000112186.12	CAP2	protein_coding	2	10	5	16	6	11	2
ENSG00000112195.9	TREML2	protein_coding	2	14207	9834	8599	10453	9540	8216
ENSG00000112200.17	ZNF451	protein_coding	2	4151	898	1151	12.64	6	3
ENSG00000112208.11	BAG2	protein_coding	2	0	0	0	4	1	0
ENSG00000112210.12	RAB23	protein_coding	2	2188	1899	1125	1945	1627	1270
ENSG00000112212.12	TSPO2	protein_coding	1	5	1	3	112	81	35
ENSG00000112214.10	FHL5	protein_coding	2	8807	7774	3031	6526	3482	1350
ENSG00000112218.9	GPR63	protein_coding	2	0	0	0	0	0	0
ENSG00000112232.9	KHDRBS2	protein_coding	2	3529	3917	2311	2670	2174	1831
ENSG00000112234.9	FBXL4	protein_coding	2	1010	874	710	928	1292	1046
ENSG00000112237.13	CCNC	protein_coding	1	0	0	0	0	0	0
ENSG00000112238.11	PRDM13	protein_coding	2	2	0	0	2	6	3
ENSG00000112242.15	E2F3	protein_coding	2	879	615	884	834	1471.64	905
ENSG00000112245.11	PTP4A1	protein_coding	2	2188	2006	1015	3813	3387	1115
ENSG00000112246.9	SIM1	protein_coding	2	6187	7501	5133	8620	7236	7549
ENSG00000112249.14	ASCC3	protein_coding	2	9388	5869	5740	10343	8953	3613
ENSG00000112273.6	HDGFL1	protein_coding	2	1521	1518	887	1194	996	502
ENSG00000112276.14	BVES	protein_coding	2	0	0	0	0	0	0
ENSG00000112280.16	COL9A1	protein_coding	2	3277	3627	2106	2369	3026	2064
ENSG00000112282.18	MED23	protein_coding	2	5861	7390	3995	1372	1072	566
ENSG00000112290.13	WASF1	protein_coding	2	307	395	306	1061	1142	740
ENSG00000112293.15	GPLD1	protein_coding	2	10	6	1	3	12	0
ENSG00000112294.12	ALDH5A1	protein_coding	1	101	14	8	3311	5418	2027
ENSG00000112297.15	CRYBG1	protein_coding	2	5260	6083	4446	2841	2934	2569
ENSG00000112299.8	VNN1	protein_coding	2	14	27	29	88	27.86	70
ENSG00000112303.14	VNN2	protein_coding	2	6635	5664	4168	5956	4128	2390
ENSG00000112304.11	ACOT13	protein_coding	2	0	0	0	0	0	0
ENSG00000112305.14	SMAP1	protein_coding	2	242.07	133.05	131.04	132.03	184.5	77.03
ENSG00000112306.8	RPS12	protein_coding	2	1172	1200	640	836	911	683
ENSG00000112308.13	C6orf62	protein_coding	2	0	3	1	2	1	2
ENSG00000112309.10	B3GAT2	protein_coding	2	861	776	358	1591	1260	485
ENSG00000112312.10	GMNN	protein_coding	2	7296	7470	7437	2949	3449	4203
ENSG00000112319.19	EYA4	protein_coding	1	15950	15007	6350	23883	18026	10419
ENSG00000112320.12	SOBP	protein_coding	2	2	0	0	7	7	4
ENSG00000112333.11	NR2E1	protein_coding	1	66	9	41	340	254	237
ENSG00000112335.15	SNX3	protein_coding	2	0	0	0	15	2	1
ENSG00000112337.10	SLC17A2	protein_coding	2	69	59	54	108	54	125
ENSG00000112339.14	HBS1L	protein_coding	1	5860	8485	6121	11813	11849	6972
ENSG00000112343.11	TRIM38	protein_coding	2	0	0	0	0	0	0
ENSG00000112357.13	PEX7	protein_coding	2	2841	652	696	33	12	10
ENSG00000112365.4	ZBTB24	protein_coding	2	1749	1546	1042	1660	1531	960
ENSG00000112367.10	FIG4	protein_coding	2	1269	1021	684	1533	1528	1051
ENSG00000112378.12	PERP	protein_coding	2	0	1	0	0	0	0
ENSG00000112379.9	ARFGEF3	protein_coding	2	17696.58	13249.89	8967.94	7335.33	8051.69	5196.94
ENSG00000112394.17	SLC16A10	protein_coding	2	1	0	52	1	3	0
ENSG00000112406.5	HECA	protein_coding	2	749.25	587.19	819.35	1055.88	1615.92	852.03
ENSG00000112414.14	ADGRG6	protein_coding	2	0	0	0	0	0	0
ENSG00000112419.14	PHACTR2	protein_coding	1	4023	4261	2497	3621	3375	2769
ENSG00000112425.15	EPM2A	protein_coding	2	3	0	2	0	0	0
ENSG00000112462.8	OR12D3	protein_coding	2	0	0	0	0	0	0
ENSG00000112473.18	SLC39A7	protein_coding	2	1	4	1	22	29.57	20
ENSG00000112486.16	CCR6	protein_coding	2	1128	1038	771	788	1401	756
ENSG00000112494.10	UNC93A	protein_coding	2	1	1	1	5	1	2
ENSG00000112499.13	SLC22A2	protein_coding	2	12206	11933	7699	3870	1514	1622
ENSG00000112511.17	PHF1	protein_coding	2	1	2	9	50	11	7
ENSG00000112514.16	CUTA	protein_coding	2	24201	21363	16932	11095	7403	7934
ENSG00000112530.11	PACRG	protein_coding	2	491	444	520	740	668	557
ENSG00000112531.17	QKI	protein_coding	2	950	1169	411	889	545	302
ENSG00000112539.15	C6orf118	protein_coding	2	1561	1239	836	987	921	851
ENSG00000112541.14	PDE10A	protein_coding	2	2039	1871	974	1395	742	700
ENSG00000112559.14	MDFI	protein_coding	2	5289	4348	2097	3685	3496	2044
ENSG00000112561.18	TFEB	protein_coding	2	0	0	0	9	2	2
ENSG00000112562.18	SMOC2	protein_coding	2	19	27	11	25	35	10
ENSG00000112576.12	CCND3	protein_coding	2	1743	1736	1933	4248	5773	6443
ENSG00000112578.10	BYSL	protein_coding	2	349	344	154	214	349	202
ENSG00000112584.13	FAM120B	protein_coding	2	5376	3289	2779	6901	5652	3096
ENSG00000112592.14	TBP	protein_coding	1	1143	1170	1173	1900	4	11
ENSG00000112599.9	GUCA1B	protein_coding	2	30	6	4	0	1	0
ENSG00000112619.8	PRPH2	protein_coding	2	3421	2888	1755	3334	3137	1200
ENSG00000112624.12	BICRAL	protein_coding	2	4442	4082	4058.06	2510	2559	2237.08
ENSG00000112640.15	PPP2R5D	protein_coding	1	14629	14157	9783	10743	10925	10270
ENSG00000112651.12	MRPL2	protein_coding	1	0	0	0	0	0	0
ENSG00000112655.16	PTK7	protein_coding	2	2279	840	471	204	190	142
ENSG00000112658.8	SRF	protein_coding	2	10325	9812	6920	16469	14361	7127
